Collection,Code,Description 1 ,Description 2 ,Dimension,Profile,Finish,Description 6,Description 7,Product Name,Format,Format 2,Width,Width in inch,Thickness,Thickness in inch,Grade,Construction,,Tone,Code.1
CARBONISED,VAULT019,Quartz II Extra Wide Plank,"European Larch, UKTR Compliant","230 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Deep Brushed ,Woodworks - Carbonised,Quartz II,Extra Wide Plank ,Plank,230mm,9'',20mm,"3/4""",Nature,2Ply Engineered,,,VAULT019
CARBONISED,VAULT017,Zircon Extra Wide Plank,"European Larch, UKTR Compliant","230 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Deep Brushed ,Woodworks - Carbonised,Zircon,Extra Wide Plank ,Plank,230mm,9'',20mm,"3/4""",Nature,2Ply Engineered,,,VAULT017
EDITIONS,ART45,Abbot Extra Wide Plank,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Abbot,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART45
EDITIONS,ART45.15M-22,Abbot Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Abbot,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART45.15M-22
EDITIONS,ART45.15M-26,Abbot Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Abbot,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART45.15M-26
EDITIONS,ART44,Aversley Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Aversley,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Black,ART44
EDITIONS,ART44.15M-22,Aversley Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Aversley,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Medium,ART44.15M-22
EDITIONS,ART44.15M-26,Aversley Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Aversley,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Medium,ART44.15M-26
EDITIONS,ART15.26 ,Breton Extra Wide Plank,"Douglas Fir Nature, UKTR Compliant","260 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Smooth ,Woodworks - Editions,Breton,Extra Wide Plank ,Plank,260mm,10.25'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral ,ART15.26 
EDITIONS,ART15,Breton Extra Wide Plank,"Douglas Fir Nature, UKTR Compliant","220 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Smooth ,Woodworks - Editions,Breton,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART15
EDITIONS,ART15.30,Breton Super Wide Plank,"Douglas Fir Nature, UKTR Compliant","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Smooth ,Woodworks - Editions,Breton,Super Wide Plank ,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral ,ART15.30
EDITIONS,ART56.15M-22,Cassava Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Cassava,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART56.15M-22
EDITIONS,ART56.15M-26,Cassava Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Cassava,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART56.15M-26
EDITIONS,ART56.20M-22,Cassava Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Cassava,Extra Wide Plank ,Plank,220mm,8.5'',20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART56.20M-22
EDITIONS,ART60.15M-26,Cladonia Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Cladonia,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Medium,ART60.15M-26
EDITIONS,ART60.15M-22,Cladonia Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Cladonia,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Medium,ART60.15M-22
EDITIONS,ART60.20M-22,Cladonia Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Cladonia,Extra Wide Plank ,Plank,220mm,8.5'',20mm,"3/4""",Nature,2Ply Engineered,,Medium,ART60.20M-22
EDITIONS,ART60BL,Cladonia Herringbone,"European Nature Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Cladonia,Herringbone,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Medium,ART60BL
EDITIONS,ART12,Coast Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Coast,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART12
EDITIONS,ART12.15M-22,Coast Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Coast,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART12.15M-22
EDITIONS,ART12.15M-26,Coast Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Coast,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART12.15M-26
EDITIONS,ART12BL,Coast Herringbone,"European Nature Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Coast,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART12BL
EDITIONS,ART12.18,Coast Plank,"European Nature Oak, FSC® 100%","180 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Coast,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART12.18
EDITIONS,ART46,Cowdray Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Editions,Cowdray,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART46
EDITIONS,ART46.15M-22,Cowdray Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Editions,Cowdray,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART46.15M-22
EDITIONS,ART46.15M-26,Cowdray Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Editions,Cowdray,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART46.15M-26
EDITIONS,ART21,Dovecote Extra Wide Plank,"Black Walnut Nature Plank, UKTR Compliant","220 x 20 x 0.5-1.90m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Bleached, Naked Skin Lacquer Super Matt",Smooth,Woodworks - Editions,Dovecote,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Neutral,ART21
EDITIONS,ART09,Espresso Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Editions,Espresso,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART09
EDITIONS,ART09BL,Espresso Herringbone,"European Nature Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Editions,Espresso,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART09BL
EDITIONS,ART09.18,Espresso Plank,"European Nature Oak , FSC® Mix Credit","180 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Editions,Espresso,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART09.18
EDITIONS,ART47,Floret Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Editions,Floret,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Grey,ART47
EDITIONS,ART25,Heath Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Heath,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART25
EDITIONS,ART25BL,Heath Herringbone,"European Nature Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel","Double Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Heath,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART25BL
EDITIONS,ART57.15M-22,Kingham Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Kingham,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART57.15M-22
EDITIONS,ART57.15M-26,Kingham Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Kingham,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART57.15M-26
EDITIONS,ART57.20M-22,Kingham Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Kingham,Extra Wide Plank ,Plank,220mm,8.5'',20mm,"1/2""",Nature,2Ply Engineered,,Dark,ART57.20M-22
EDITIONS,ART59.22,Loft Extra Wide Plank ,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Loft,Extra Wide Plank ,Plank,220mm,8.5'',20mm,"3/4""",Nature,2Ply Engineered,,Grey,ART59.22
EDITIONS,ART59.15M-22,Loft Extra Wide Plank ,"European Nature Oak , FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Loft,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Grey,ART59.15M-22
EDITIONS,ART59.15M-26,Loft Extra Wide Plank ,"European Nature Oak , FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Editions,Loft,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Grey,ART59.15M-26
EDITIONS,ART26,Monroe Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Monroe,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART26
EDITIONS,ART26BL,Monroe Herringbone,"European Nature Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel","Double Fumed, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Editions,Monroe,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART26BL
EDITIONS,ART24.22,Otis Extra Wide Plank,"European Nature Oak , FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Otis,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART24.22
EDITIONS,ART24.15M-22,Otis Extra Wide Plank ,"European Nature Oak , FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Otis,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART24.15M-22
EDITIONS,ART24.15M-26,Otis Extra Wide Plank ,"European Nature Oak , FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Otis,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART24.15M-26
EDITIONS,ART24BL,Otis Herringbone,"European Nature Oak , FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Editions,Otis,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART24BL
EDITIONS,ART53,Pendower Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Organic Oil Super Matt,Brushed,Woodworks - Editions,Pendower,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART53
EDITIONS,ART53.15M-26,Pendower Extra Wide Plank ,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Organic Oil Super Matt,Brushed,Woodworks - Editions,Pendower,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART53.15M-26
EDITIONS,ART53.15M-22,Pendower Extra Wide Plank ,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Organic Oil Super Matt,Brushed,Woodworks - Editions,Pendower,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Light,ART53.15M-22
EDITIONS,ART40.22,Peteril Extra Wide Plank,"Northern European Larch, UKTR Compliant","220 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt ,"Worn, Hit & Miss Saw Marks",Woodworks - Editions,Peteril,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Neutral,ART40.22
EDITIONS,ART40.26,Peteril Extra Wide Plank,"Northern European Larch, UKTR Compliant","260 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt ,"Worn, Hit & Miss Saw Marks",Woodworks - Editions,Peteril,Extra Wide Plank ,Plank,260mm,10.25'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral,ART40.26
EDITIONS,ART40.29,Peteril Super Wide Plank,"Northern European Larch, UKTR Compliant","290 x 20 x 0.5-3.00, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt ,"Worn, Hit & Miss Saw Marks",Woodworks - Editions,Peteril,Super Wide Plank ,Plank,290mm,11'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral,ART40.29
EDITIONS,ART48,Ralston Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Brushed ,Woodworks - Editions,Ralston,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Black,ART48
EDITIONS,ART58.15M-26,Ristretto Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Editions,Ristretto,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART58.15M-26
EDITIONS,ART58.15M-22,Ristretto Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Editions,Ristretto,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Dark,ART58.15M-22
EDITIONS,ART58.20M-22,Ristretto Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Deep Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Editions,Ristretto,Extra Wide Plank ,Plank,220mm,8.5'',20mm,"3/4""",Nature,2Ply Engineered,,Dark,ART58.20M-22
EDITIONS,ART39.22,Rivelin Extra Wide Plank,"Northern European Larch, UKTR Compliant","220 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt ,"Worn, Hit & Miss Saw Marks",Woodworks - Editions,Rivelin,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Neutral ,ART39.22
EDITIONS,ART39.26,Rivelin Extra Wide Plank,"Northern European Larch, UKTR Compliant","260 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt ,"Worn, Hit & Miss Saw Marks",Woodworks - Editions,Rivelin,Extra Wide Plank ,Plank,260mm,10.25'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral ,ART39.26
EDITIONS,ART39.29,Rivelin Super Wide Plank,"Northern European Larch, UKTR Compliant","290 x 20 x 0.5-3.00, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Naked Skin Lacquer Super Matt ,"Worn, Hit & Miss Saw Marks",Woodworks - Editions,Rivelin,Super Wide Plank ,Plank,290mm,11'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral,ART39.29
EDITIONS,ART35,Sienna Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Smooth ,Woodworks - Editions,Sienna,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Medium,ART35
EDITIONS,ART35.15M-22,Sienna Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Smooth ,Woodworks - Editions,Sienna,Extra Wide Plank ,Plank,220mm,8.5'',15mm,"1/2""",Nature,2Ply Engineered,,Medium,ART35.15M-22
EDITIONS,ART35.15M-26,Sienna Extra Wide Plank,"European Nature Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Smooth ,Woodworks - Editions,Sienna,Extra Wide Plank ,Plank,260mm,10.25'',15mm,"1/2""",Nature,2Ply Engineered,,Medium,ART35.15M-26
EDITIONS,ART35BL,Sienna Herringbone,"European Nature Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Super Matt,Smooth ,Woodworks - Editions,Sienna,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Medium,ART35BL
EDITIONS,ART28,Tolland Extra Wide Plank,"European Nature Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Satin Lacquered ",Brushed ,Woodworks - Editions,Tolland,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Grey,ART28
EDITIONS,ART28BL,Tolland Herringbone,"European Nature Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel","Double Fumed, Satin Lacquered ",Brushed ,Woodworks - Editions,Tolland,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Grey,ART28BL
EDITIONS,ART38,Winster Extra Wide Plank,"European Nature Oak, FSC® 100%","220 x 20 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Medium Brushed,Woodworks - Editions,Winster,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Light,ART38
ENGLISH NATIVE TIMBERS,NAT002,Elias Random Width Plank ,"English Oak, UKTR Compliant","70-230 x 20 x 0.6-3.6m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Soft Rolled Edges","Bleached,Naked Skin Lacquer Matt","Hand Polished Undulations, Skip Sawn",Woodworks - English Native Timbers,Elias,Random Width Planks,Plank,70-230mm,2.75''-9'',20mm,"3/4""",Quarter Sawn,2Ply Engineered,,,NAT002
ENGLISH NATIVE TIMBERS,NAT006,Elswick Random Width Plank,"English Oak, UKTR Compliant","80-230 x 20 x 0.6-3.5m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges","Deep Fumed,Burnished Hardwax Oil Satin","Smooth Sanded, Gentle Undulations",Woodworks - English Native Timbers,Elswick,Random Width Planks,Plank,80-230mm,3''-9'',20mm,"3/4""",Quarter Sawn,2Ply Engineered,,,NAT006
ENGLISH NATIVE TIMBERS,NAT005,Forecastle Random Width Plank,"English Oak, UKTR Compliant","80-230 x 20 x 0.6-3.5m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,"Smooth Sanded, Gentle Undulations ",Woodworks - English Native Timbers,Forecastle,Random Width Planks,Plank,80-230mm,3''-9'',20mm,"3/4""",Quarter Sawn,2Ply Engineered,,,NAT005
ENGLISH NATIVE TIMBERS,NAT001,Galion Random Width Plank,"English Oak, UKTR Compliant","70-230 x 20 x 0.6-3.6m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Soft Rolled Edges",Burnished Hardwax Oil Satin,"Hand Polished Undulations, Skip Sawn ",Woodworks - English Native Timbers,Galion,Random Width Planks,Plank,70-230mm,2.75''-9'',20mm,"3/4""",Quarter Sawn,2Ply Engineered,,Dark,NAT001
ENGLISH NATIVE TIMBERS,NAT007,Roebuck Random Width Plank,"English Oak, UKTR Compliant","80-230 x 20 x 0.6-3.5m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges","Bleached,Naked Skin Lacquer Super Matt","Smooth Sanded, Gentle Undulations",Woodworks - English Native Timbers,Roebuck,Random Width Planks,Plank,80-230mm,3''-9'',20mm,"3/4""",Quarter Sawn,2Ply Engineered,,,NAT007
